Time,Temperature(F),Humidity(%),Dewpoint(F),HeatIndex(F)
2019/06/02 08:24,71.2,75,63.0,71.2
2019/06/02 08:29,71.4,75,63.1,71.4
2019/06/02 08:34,71.6,74,63.0,71.6
2019/06/02 08:40,71.8,74,63.1,71.8
2019/06/02 08:45,72.1,73,63.1,72.1
2019/06/02 08:50,72.5,73,63.3,72.5
2019/06/02 08:55,72.7,73,63.5,72.7
2019/06/02 09:00,73.0,72,63.5,73.0
2019/06/02 09:05,73.2,72,63.7,73.2
2019/06/02 09:10,73.6,72,64.0,73.6
2019/06/02 09:15,73.9,71,64.0,73.9
2019/06/02 09:20,74.1,70,63.7,74.1
2019/06/02 09:25,74.5,70,64.0,74.5
2019/06/02 09:30,74.8,69,64.0,74.8
2019/06/02 09:35,75.0,69,64.2,75.0
2019/06/02 09:41,75.4,68,64.2,75.4
2019/06/02 09:46,75.7,67,64.0,75.7
2019/06/02 09:51,76.1,67,64.4,76.1
2019/06/02 09:56,76.5,66,64.4,76.5
2019/06/02 10:01,76.6,65,64.0,76.6
2019/06/02 10:06,77.0,65,64.4,77.0
2019/06/02 10:11,77.2,65,64.6,77.2
2019/06/02 10:16,77.4,62,63.3,77.4
2019/06/02 10:21,77.7,63,64.2,77.7
2019/06/02 10:26,78.1,62,64.0,78.1
2019/06/02 10:31,78.3,61,63.7,78.3
2019/06/02 10:36,78.4,59,63.0,78.4
2019/06/02 10:42,78.8,61,64.2,78.8
2019/06/02 10:47,79.0,60,64.0,79.0
2019/06/02 10:52,79.2,58,63.1,79.2
2019/06/02 10:57,79.5,59,64.0,79.5
2019/06/02 11:02,79.9,58,63.9,79.9
2019/06/02 11:07,80.1,58,64.0,80.1
2019/06/02 11:12,80.2,57,63.7,81.7
2019/06/02 11:17,80.6,57,64.0,82.0
2019/06/02 11:22,80.6,55,63.0,81.9
2019/06/02 11:27,81.0,56,63.9,82.4
2019/06/02 11:32,81.1,56,64.0,82.6
2019/06/02 11:37,81.3,55,63.7,82.6
2019/06/02 11:43,81.5,55,63.9,82.9
2019/06/02 11:48,81.7,53,63.0,82.8
2019/06/02 11:53,81.7,53,63.0,82.8
2019/06/02 11:58,81.9,53,63.1,82.9
2019/06/02 12:03,81.9,54,63.7,83.1
2019/06/02 12:08,82.0,54,63.9,83.3
2019/06/02 12:13,82.2,55,64.6,83.7
2019/06/02 12:18,82.4,55,64.8,84.0
2019/06/02 12:23,82.6,55,64.8,84.2
2019/06/02 12:28,82.8,55,64.9,84.6
2019/06/02 12:33,83.1,53,64.2,84.6
2019/06/02 12:38,83.3,53,64.4,84.7
2019/06/02 12:44,83.5,53,64.6,85.1
2019/06/02 12:49,83.7,53,64.8,85.3
2019/06/02 12:54,83.8,52,64.4,85.3
2019/06/02 12:59,84.0,52,64.6,85.5
2019/06/02 13:04,84.0,52,64.6,85.5
2019/06/02 13:09,84.2,52,64.8,85.8
2019/06/02 13:14,84.2,52,64.8,85.8
2019/06/02 13:19,84.4,52,64.9,86.0
2019/06/02 13:24,84.6,51,64.6,86.0
2019/06/02 13:29,84.7,50,64.0,86.0
2019/06/02 13:34,84.7,48,63.0,85.5
2019/06/02 13:39,84.7,50,64.0,86.0
2019/06/02 13:45,84.9,50,64.2,86.2
2019/06/02 13:50,84.9,49,63.7,86.0
2019/06/02 13:55,85.1,49,63.9,86.2
2019/06/02 14:00,85.3,49,64.0,86.5
2019/06/02 14:05,85.5,48,63.7,86.5
2019/06/02 14:10,85.5,48,63.7,86.5
2019/06/02 14:15,85.5,49,64.2,86.7
2019/06/02 14:20,85.6,48,63.7,86.7
2019/06/02 14:25,85.8,47,63.3,86.7
2019/06/02 14:30,86.0,47,63.5,86.9
2019/06/02 14:35,86.0,45,62.2,86.5
2019/06/02 14:40,86.0,45,62.2,86.5
2019/06/02 14:46,86.2,46,63.0,87.1
2019/06/02 14:51,86.4,46,63.1,87.3
2019/06/02 14:56,86.5,45,62.8,87.1
2019/06/02 15:01,86.7,45,63.0,87.4
2019/06/02 15:06,86.7,44,62.2,87.1
2019/06/02 15:11,86.7,44,62.2,87.1
2019/06/02 15:16,86.7,45,63.0,87.4
2019/06/02 15:21,86.7,45,63.0,87.4
2019/06/02 15:26,86.9,44,62.4,87.4
2019/06/02 15:31,87.1,45,63.3,88.0
2019/06/02 15:36,87.3,44,62.8,88.0
2019/06/02 15:41,87.3,44,62.8,88.0
2019/06/02 15:47,87.4,44,63.0,88.2
2019/06/02 15:52,87.4,44,63.0,88.2
2019/06/02 15:57,87.4,44,63.0,88.2
2019/06/02 16:02,87.6,43,62.4,88.2
2019/06/02 16:07,87.6,42,61.7,87.8
2019/06/02 16:12,87.6,42,61.7,87.8
2019/06/02 16:17,87.6,42,61.7,87.8
2019/06/02 16:22,87.8,42,61.9,88.2
2019/06/02 16:27,88.0,43,62.8,88.7
2019/06/02 16:32,88.2,42,62.2,88.7
2019/06/02 16:37,88.2,42,62.2,88.7
2019/06/02 16:42,88.5,42,62.6,89.1
2019/06/02 16:48,88.3,42,62.4,88.7
2019/06/02 16:53,88.5,43,63.3,89.4
2019/06/02 16:58,88.5,42,62.6,89.1
2019/06/02 17:03,88.7,43,63.3,89.6
2019/06/02 17:08,88.9,42,63.0,89.6
2019/06/02 17:13,89.2,41,62.6,89.8
2019/06/02 17:18,89.4,41,62.6,90.0
2019/06/02 17:23,89.4,42,63.3,90.3
2019/06/02 17:28,89.6,42,63.5,90.7
2019/06/02 17:33,89.8,41,63.0,90.7
2019/06/02 17:38,89.8,41,63.0,90.7
2019/06/02 17:43,89.8,41,63.0,90.7
2019/06/02 17:49,89.8,40,62.2,90.3
2019/06/02 17:54,89.8,41,63.0,90.7
2019/06/02 17:59,89.8,39,61.5,90.0
2019/06/02 18:04,90.0,40,62.4,90.5
2019/06/02 18:09,90.1,41,63.3,91.0
2019/06/02 18:14,90.1,41,63.3,91.0
2019/06/02 18:19,90.0,41,63.1,90.9
2019/06/02 18:24,89.8,41,63.0,90.7
2019/06/02 18:29,89.6,41,62.8,90.3
2019/06/02 18:34,89.6,42,63.5,90.7
2019/06/02 18:39,89.4,42,63.3,90.3
2019/06/02 18:44,89.4,42,63.3,90.3
2019/06/02 18:50,89.2,43,63.9,90.3
2019/06/02 18:55,89.2,43,63.9,90.3
2019/06/02 19:00,88.9,43,63.5,90.0
2019/06/02 19:05,88.7,43,63.3,89.6
2019/06/02 19:10,88.5,44,63.9,89.6
2019/06/02 19:15,88.3,44,63.7,89.4
2019/06/02 19:20,88.0,44,63.3,88.9
2019/06/02 19:25,87.6,44,63.1,88.3
2019/06/02 19:30,87.4,44,63.0,88.2
2019/06/02 19:35,87.3,45,63.3,88.2
2019/06/02 19:40,87.1,45,63.3,88.0
2019/06/02 19:45,86.9,45,63.1,87.6
2019/06/02 19:51,86.5,46,63.3,87.4
2019/06/02 19:56,86.4,46,63.1,87.3
2019/06/02 20:01,86.2,46,63.0,87.1
2019/06/02 20:06,86.0,47,63.5,86.9
2019/06/02 20:11,85.6,47,63.1,86.4
2019/06/02 20:16,85.5,48,63.7,86.5
2019/06/02 20:21,85.1,48,63.3,86.0
2019/06/02 20:26,84.9,48,63.1,85.8
2019/06/02 20:31,84.6,48,62.8,85.5
2019/06/02 20:36,84.4,48,62.6,85.1
2019/06/02 20:41,84.2,49,63.0,85.1
2019/06/02 20:46,83.8,49,62.8,84.6
2019/06/02 20:52,83.5,50,63.0,84.4
2019/06/02 20:57,83.3,50,62.8,84.2
2019/06/02 21:02,82.9,50,62.4,83.7
2019/06/02 21:07,82.8,51,62.8,83.7
2019/06/02 21:12,82.6,52,63.3,83.7
2019/06/02 21:17,82.4,52,63.1,83.5
2019/06/02 21:22,82.4,52,63.1,83.5
2019/06/02 21:27,---.-,--,---.-,---.-
2019/06/02 21:32,81.7,53,63.0,82.8
2019/06/02 21:37,81.5,53,62.8,82.6
2019/06/02 21:42,81.5,53,62.8,82.6
2019/06/02 21:47,81.3,53,62.6,82.4
2019/06/02 21:53,81.0,54,62.8,82.2
2019/06/02 21:58,80.6,55,63.0,81.9
2019/06/02 22:03,80.6,55,63.0,81.9
2019/06/02 22:08,80.2,55,62.6,81.3
2019/06/02 22:13,80.1,56,63.0,80.1
2019/06/02 22:18,79.9,56,62.8,79.9
2019/06/02 22:23,79.7,56,62.6,79.7
2019/06/02 22:28,79.5,57,63.0,79.5
2019/06/02 22:33,79.2,57,62.6,79.2
2019/06/02 22:38,79.2,57,62.6,79.2
2019/06/02 22:43,79.0,57,62.4,79.0
2019/06/02 22:48,79.0,57,62.4,79.0
2019/06/02 22:54,78.8,57,62.4,78.8
2019/06/02 22:59,78.6,57,62.2,78.6
2019/06/02 23:04,78.4,58,62.4,78.4
2019/06/02 23:09,78.3,59,62.8,78.3
2019/06/02 23:14,78.3,58,62.2,78.3
2019/06/02 23:19,78.1,59,62.6,78.1
2019/06/02 23:24,77.9,59,62.4,77.9
2019/06/02 23:29,77.9,59,62.4,77.9
2019/06/02 23:34,77.9,59,62.4,77.9
2019/06/02 23:39,77.9,59,62.4,77.9
2019/06/02 23:44,77.7,60,62.8,77.7
2019/06/02 23:49,77.7,60,62.8,77.7
2019/06/02 23:55,77.7,61,63.3,77.7
2019/06/03 00:00,77.5,62,63.5,77.5
2019/06/03 00:05,77.5,62,63.5,77.5
2019/06/03 00:10,77.5,62,63.5,77.5
2019/06/03 00:15,77.5,62,63.5,77.5
2019/06/03 00:20,77.4,62,63.3,77.4
2019/06/03 00:25,77.4,63,63.9,77.4
2019/06/03 00:30,77.2,63,63.7,77.2
2019/06/03 00:35,77.0,64,63.9,77.0
2019/06/03 00:40,77.0,63,63.5,77.0
2019/06/03 00:45,76.8,64,63.9,76.8
2019/06/03 00:50,76.8,64,63.9,76.8
2019/06/03 00:56,76.6,64,63.7,76.6
2019/06/03 01:01,76.6,64,63.7,76.6
2019/06/03 01:06,76.5,65,63.9,76.5
2019/06/03 01:11,76.5,65,63.9,76.5
2019/06/03 01:16,76.3,65,63.7,76.3
2019/06/03 01:21,76.1,66,64.0,76.1
2019/06/03 01:26,76.1,66,64.0,76.1
2019/06/03 01:31,75.9,66,63.9,75.9
2019/06/03 01:36,75.7,66,63.7,75.7
2019/06/03 01:41,75.7,66,63.7,75.7
2019/06/03 01:46,75.6,67,63.9,75.6
2019/06/03 01:51,75.6,67,63.9,75.6
2019/06/03 01:57,75.6,67,63.9,75.6
2019/06/03 02:02,75.6,67,63.9,75.6
2019/06/03 02:07,75.6,67,63.9,75.6
2019/06/03 02:12,75.4,68,64.2,75.4
2019/06/03 02:17,75.4,68,64.2,75.4
2019/06/03 02:22,75.4,68,64.2,75.4
2019/06/03 02:27,75.2,68,64.0,75.2
2019/06/03 02:32,75.2,68,64.0,75.2
2019/06/03 02:37,75.2,69,64.4,75.2
2019/06/03 02:42,75.2,69,64.4,75.2
2019/06/03 02:47,75.0,69,64.2,75.0
2019/06/03 02:52,75.0,69,64.2,75.0
2019/06/03 02:58,74.8,70,64.4,74.8
2019/06/03 03:03,74.8,69,64.0,74.8
2019/06/03 03:08,74.8,70,64.4,74.8
2019/06/03 03:13,74.7,70,64.2,74.7
2019/06/03 03:18,74.5,70,64.0,74.5
2019/06/03 03:23,74.5,70,64.0,74.5
2019/06/03 03:28,74.5,70,64.0,74.5
2019/06/03 03:33,74.3,70,63.9,74.3
2019/06/03 03:38,74.1,70,63.7,74.1
2019/06/03 03:43,74.1,71,64.2,74.1
2019/06/03 03:48,74.1,70,63.7,74.1
2019/06/03 03:53,73.9,71,64.0,73.9
2019/06/03 03:59,73.9,71,64.0,73.9
2019/06/03 04:04,73.8,70,63.5,73.8
2019/06/03 04:09,73.8,68,62.6,73.8
2019/06/03 04:14,73.6,68,62.4,73.6
2019/06/03 04:19,73.6,68,62.4,73.6
2019/06/03 04:24,73.4,67,61.9,73.4
2019/06/03 04:29,73.4,67,61.9,73.4
2019/06/03 04:34,73.2,66,61.2,73.2
2019/06/03 04:39,73.2,65,60.8,73.2
2019/06/03 04:44,73.0,65,60.6,73.0
2019/06/03 04:49,72.9,65,60.4,72.9
2019/06/03 04:54,72.7,64,59.9,72.7
2019/06/03 05:00,72.7,64,59.9,72.7
2019/06/03 05:05,72.5,63,59.2,72.5
2019/06/03 05:10,72.3,63,59.0,72.3
2019/06/03 05:15,72.3,62,58.6,72.3
2019/06/03 05:20,72.1,62,58.5,72.1
2019/06/03 05:25,72.0,62,58.3,72.0
2019/06/03 05:30,72.0,62,58.3,72.0
2019/06/03 05:35,71.8,62,58.1,71.8
2019/06/03 05:40,71.8,62,58.1,71.8
2019/06/03 05:45,71.8,63,58.6,71.8
2019/06/03 05:50,71.6,63,58.5,71.6
2019/06/03 05:55,71.6,63,58.5,71.6
2019/06/03 06:01,71.4,64,58.6,71.4
2019/06/03 06:06,71.4,64,58.6,71.4
2019/06/03 06:11,71.2,64,58.5,71.2
2019/06/03 06:16,71.2,65,59.0,71.2
2019/06/03 06:21,71.2,65,59.0,71.2
2019/06/03 06:26,71.1,65,58.8,71.1
2019/06/03 06:31,71.1,66,59.2,71.1
2019/06/03 06:36,71.1,67,59.5,71.1
2019/06/03 06:41,70.9,66,59.0,70.9
2019/06/03 06:46,70.9,67,59.4,70.9
2019/06/03 06:51,70.7,68,59.7,70.7
2019/06/03 06:56,70.7,68,59.7,70.7
2019/06/03 07:02,70.7,68,59.7,70.7
2019/06/03 07:07,70.7,69,60.1,70.7
2019/06/03 07:12,70.7,69,60.1,70.7
2019/06/03 07:17,70.7,69,60.1,70.7
2019/06/03 07:22,70.7,69,60.1,70.7
2019/06/03 07:27,70.7,69,60.1,70.7
2019/06/03 07:32,70.7,69,60.1,70.7
2019/06/03 07:37,70.7,69,60.1,70.7
2019/06/03 07:42,70.7,69,60.1,70.7
2019/06/03 07:47,70.9,69,60.3,70.9
2019/06/03 07:52,70.9,69,60.3,70.9
2019/06/03 07:57,70.9,69,60.3,70.9
2019/06/03 08:03,71.1,69,60.4,71.1
2019/06/03 08:08,71.1,68,60.1,71.1
2019/06/03 08:13,71.2,68,60.3,71.2
2019/06/03 08:18,71.4,68,60.4,71.4
2019/06/03 08:23,71.4,68,60.4,71.4
2019/06/03 08:28,71.6,67,60.1,71.6
2019/06/03 08:33,71.6,67,60.1,71.6
2019/06/03 08:38,71.8,68,60.6,71.8
2019/06/03 08:43,72.0,67,60.4,72.0
2019/06/03 08:48,72.1,67,60.6,72.1
2019/06/03 08:53,72.1,66,60.3,72.1
2019/06/03 08:58,72.1,66,60.3,72.1
2019/06/03 09:04,72.3,66,60.4,72.3
2019/06/03 09:09,72.5,66,60.6,72.5
2019/06/03 09:14,72.7,67,61.2,72.7
2019/06/03 09:19,72.9,67,61.3,72.9
2019/06/03 09:24,73.0,66,61.0,73.0
2019/06/03 09:29,73.2,65,60.8,73.2
2019/06/03 09:34,73.2,64,60.4,73.2
2019/06/03 09:39,73.2,63,59.9,73.2
2019/06/03 09:44,73.4,63,60.1,73.4
2019/06/03 09:49,73.6,62,59.9,73.6
2019/06/03 09:54,73.6,59,58.5,73.6
2019/06/03 09:59,73.6,59,58.5,73.6
2019/06/03 10:05,73.6,60,58.8,73.6
2019/06/03 10:10,73.6,62,59.9,73.6
2019/06/03 10:15,73.8,61,59.5,73.8
2019/06/03 10:20,74.1,61,59.9,74.1
2019/06/03 10:25,74.3,61,60.1,74.3
2019/06/03 10:30,74.5,60,59.7,74.5
2019/06/03 10:35,74.7,60,59.9,74.7
2019/06/03 10:40,75.0,61,60.8,75.0
2019/06/03 10:45,75.2,61,60.8,75.2
2019/06/03 10:50,75.2,60,60.4,75.2
2019/06/03 10:55,75.4,61,61.0,75.4
2019/06/03 11:00,75.6,61,61.2,75.6
2019/06/03 11:06,75.7,61,61.3,75.7
2019/06/03 11:11,75.9,59,60.6,75.9
2019/06/03 11:16,75.7,57,59.5,75.7
2019/06/03 11:21,75.9,55,58.6,75.9
2019/06/03 11:26,75.9,54,58.1,75.9
2019/06/03 11:31,75.9,54,58.1,75.9
2019/06/03 11:36,75.9,54,58.1,75.9
2019/06/03 11:41,76.1,53,57.7,76.1
2019/06/03 11:46,76.3,52,57.4,76.3
2019/06/03 11:51,76.3,51,56.8,76.3
2019/06/03 11:56,76.3,51,56.8,76.3
2019/06/03 12:01,76.5,52,57.6,76.5
2019/06/03 12:07,76.6,52,57.7,76.6
2019/06/03 12:12,76.8,51,57.4,76.8
2019/06/03 12:17,76.8,51,57.4,76.8
2019/06/03 12:22,77.0,52,58.1,77.0
2019/06/03 12:27,77.2,51,57.7,77.2
2019/06/03 12:32,77.2,51,57.7,77.2
2019/06/03 12:37,77.4,51,57.9,77.4
2019/06/03 12:42,77.7,51,58.3,77.7
2019/06/03 12:47,77.7,48,56.5,77.7
2019/06/03 12:52,77.9,49,57.2,77.9
2019/06/03 12:57,78.1,48,56.8,78.1
2019/06/03 13:02,78.4,48,57.2,78.4
2019/06/03 13:08,78.6,47,56.8,78.6
2019/06/03 13:13,78.6,48,57.4,78.6
2019/06/03 13:18,78.8,47,56.8,78.8
2019/06/03 13:23,79.0,48,57.7,79.0
2019/06/03 13:28,79.2,48,57.9,79.2
2019/06/03 13:33,79.3,48,57.9,79.3
2019/06/03 13:38,79.3,47,57.4,79.3
2019/06/03 13:43,79.5,47,57.6,79.5
2019/06/03 13:48,79.5,45,56.3,79.5
2019/06/03 13:53,79.5,46,57.0,79.5
2019/06/03 13:58,79.5,45,56.3,79.5
2019/06/03 14:03,79.7,44,55.9,79.7
2019/06/03 14:09,79.7,46,57.2,79.7
2019/06/03 14:14,80.1,45,56.8,80.1
2019/06/03 14:19,80.2,45,57.0,80.4
2019/06/03 14:24,80.2,45,57.0,80.4
2019/06/03 14:29,80.4,45,57.2,80.6
2019/06/03 14:34,80.4,45,57.2,80.6
2019/06/03 14:39,80.4,43,55.9,80.4
2019/06/03 14:44,80.2,43,55.8,80.2
2019/06/03 14:49,80.4,44,56.7,80.4
2019/06/03 14:54,80.6,45,57.4,80.8
2019/06/03 14:59,80.6,44,56.7,80.6
2019/06/03 15:04,80.8,42,55.6,80.6
2019/06/03 15:10,80.6,43,56.1,80.6
2019/06/03 15:15,80.8,44,56.8,80.8
2019/06/03 15:20,81.0,42,55.8,80.8
2019/06/03 15:25,81.0,42,55.8,80.8
2019/06/03 15:30,80.8,43,56.3,80.8
2019/06/03 15:35,81.0,43,56.5,80.8
2019/06/03 15:40,81.1,41,55.2,80.8
2019/06/03 15:45,81.1,42,55.9,80.8
2019/06/03 15:50,81.1,42,55.9,80.8
2019/06/03 15:55,81.0,41,55.0,80.6
2019/06/03 16:00,81.0,41,55.0,80.6
2019/06/03 16:05,80.8,39,53.6,80.2
2019/06/03 16:11,81.0,39,53.8,80.4
2019/06/03 16:16,81.0,39,53.8,80.4
2019/06/03 16:21,81.0,40,54.5,80.6
2019/06/03 16:26,81.1,36,51.8,80.2
2019/06/03 16:31,81.0,35,50.7,80.1
2019/06/03 16:36,81.1,37,52.5,80.4
2019/06/03 16:41,81.3,35,51.1,80.2
2019/06/03 16:46,81.3,35,51.1,80.2
2019/06/03 16:51,81.5,37,52.7,80.6
2019/06/03 16:56,81.9,35,51.6,80.8
2019/06/03 17:01,82.0,36,52.5,81.0
2019/06/03 17:06,82.2,35,52.0,81.0
2019/06/03 17:12,82.0,36,52.5,81.0
2019/06/03 17:17,82.4,35,52.0,81.1
2019/06/03 17:22,82.4,35,52.0,81.1
2019/06/03 17:27,82.8,36,53.2,81.5
2019/06/03 17:32,82.8,35,52.3,81.5
2019/06/03 17:37,82.8,35,52.3,81.5
2019/06/03 17:42,82.6,36,53.1,81.5
2019/06/03 17:47,82.6,36,53.1,81.5
2019/06/03 17:52,82.8,35,52.3,81.5
2019/06/03 17:57,82.8,35,52.3,81.5
2019/06/03 18:02,82.8,35,52.3,81.5
2019/06/03 18:07,82.8,34,51.6,82.8
2019/06/03 18:13,82.8,36,53.2,81.5
2019/06/03 18:18,82.8,36,53.2,81.5
2019/06/03 18:23,82.8,37,54.0,81.7
2019/06/03 18:28,82.8,37,54.0,81.7
2019/06/03 18:33,82.8,36,53.2,81.5
2019/06/03 18:38,82.8,35,52.3,81.5
2019/06/03 18:43,82.8,36,53.2,81.5
2019/06/03 18:48,82.6,36,53.1,81.5
2019/06/03 18:53,82.8,36,53.2,81.5
2019/06/03 18:58,82.8,37,54.0,81.7
2019/06/03 19:03,82.8,36,53.2,81.5
2019/06/03 19:08,82.6,37,53.8,81.5
2019/06/03 19:14,82.6,37,53.8,81.5
2019/06/03 19:19,82.6,38,54.5,81.7
2019/06/03 19:24,82.6,37,53.8,81.5
2019/06/03 19:29,82.4,38,54.3,81.5
2019/06/03 19:34,82.2,37,53.4,81.1
2019/06/03 19:39,82.0,38,54.0,81.1
2019/06/03 19:44,82.0,38,54.0,81.1
2019/06/03 19:49,81.7,38,53.6,81.0
2019/06/03 19:54,81.7,39,54.3,81.0
2019/06/03 19:59,81.3,39,54.1,80.8
2019/06/03 20:04,81.1,38,53.2,80.4
2019/06/03 20:09,81.0,39,53.8,80.4
2019/06/03 20:15,80.8,39,53.6,80.2
2019/06/03 20:20,80.4,39,53.2,80.1
2019/06/03 20:25,80.1,39,52.9,80.1
2019/06/03 20:30,79.5,39,52.5,79.5
2019/06/03 20:35,79.2,40,52.9,79.2
2019/06/03 20:40,78.8,40,52.5,78.8
2019/06/03 20:45,78.4,40,52.2,78.4
2019/06/03 20:50,78.1,39,51.3,78.1
2019/06/03 20:55,77.9,38,50.4,77.9
2019/06/03 21:00,77.5,37,49.3,77.5
2019/06/03 21:05,77.4,37,49.1,77.4
2019/06/03 21:10,77.2,38,49.6,77.2
2019/06/03 21:16,77.0,38,49.5,77.0
2019/06/03 21:21,76.8,39,50.0,76.8
2019/06/03 21:26,76.5,39,49.6,76.5
2019/06/03 21:31,76.1,39,49.5,76.1
2019/06/03 21:36,75.7,39,49.1,75.7
2019/06/03 21:41,75.6,38,48.2,75.6
2019/06/03 21:46,75.4,39,48.7,75.4
2019/06/03 21:51,75.2,39,48.6,75.2
2019/06/03 21:56,75.2,40,49.3,75.2
2019/06/03 22:01,75.0,40,49.1,75.0
2019/06/03 22:06,74.8,41,49.6,74.8
2019/06/03 22:11,74.7,40,48.7,74.7
2019/06/03 22:17,74.5,40,48.6,74.5
2019/06/03 22:22,74.3,40,48.6,74.3
2019/06/03 22:27,74.1,40,48.4,74.1
2019/06/03 22:32,73.9,40,48.2,73.9
2019/06/03 22:37,73.9,41,48.7,73.9
2019/06/03 22:42,73.8,41,48.6,73.8
2019/06/03 22:47,73.6,41,48.6,73.6
2019/06/03 22:52,73.4,41,48.4,73.4
2019/06/03 22:57,73.4,41,48.4,73.4
2019/06/03 23:02,73.4,41,48.4,73.4
2019/06/03 23:07,73.2,42,48.7,73.2
2019/06/03 23:12,73.2,42,48.7,73.2
2019/06/03 23:18,72.9,43,49.1,72.9
2019/06/03 23:23,72.9,43,49.1,72.9
2019/06/03 23:28,72.5,44,49.5,72.5
2019/06/03 23:33,72.5,44,49.5,72.5
2019/06/03 23:38,72.1,45,49.6,72.1
2019/06/03 23:43,72.0,45,49.5,72.0
2019/06/03 23:48,71.8,46,50.0,71.8
2019/06/03 23:53,71.6,46,49.8,71.6
2019/06/03 23:58,71.4,46,49.6,71.4
2019/06/04 00:03,71.2,46,49.5,71.2
2019/06/04 00:08,71.1,46,49.3,71.1
2019/06/04 00:13,70.9,46,49.1,70.9
2019/06/04 00:19,70.7,47,49.5,70.7
2019/06/04 00:24,70.5,47,49.5,70.5
2019/06/04 00:29,70.3,46,48.6,70.3
2019/06/04 00:34,70.2,46,48.4,70.2
2019/06/04 00:39,70.0,46,48.4,70.0
2019/06/04 00:44,70.0,46,48.4,70.0
2019/06/04 00:49,69.8,46,48.2,69.8
2019/06/04 00:54,69.6,47,48.6,69.6
2019/06/04 00:59,69.6,47,48.6,69.6
2019/06/04 01:04,69.4,48,48.9,69.4
2019/06/04 01:09,69.4,47,48.4,69.4
2019/06/04 01:14,69.3,48,48.7,69.3
2019/06/04 01:20,69.1,48,48.6,69.1
2019/06/04 01:25,69.1,48,48.6,69.1
2019/06/04 01:30,68.9,48,48.4,68.9
2019/06/04 01:35,68.9,49,48.9,68.9
2019/06/04 01:40,68.7,49,48.9,68.7
2019/06/04 01:45,68.5,49,48.7,68.5
2019/06/04 01:50,68.4,50,49.1,68.4
2019/06/04 01:55,68.4,50,49.1,68.4
2019/06/04 02:00,68.2,50,48.9,68.2
2019/06/04 02:05,68.0,50,48.7,68.0
2019/06/04 02:10,68.0,50,48.7,68.0
2019/06/04 02:15,67.8,50,48.6,67.8
2019/06/04 02:21,67.8,50,48.6,67.8
2019/06/04 02:26,67.8,50,48.6,67.8
2019/06/04 02:31,67.6,50,48.4,67.6
2019/06/04 02:36,67.6,50,48.4,67.6
2019/06/04 02:41,67.5,50,48.2,67.5
2019/06/04 02:46,67.5,50,48.2,67.5
2019/06/04 02:51,67.3,51,48.6,67.3
2019/06/04 02:56,67.1,52,48.9,67.1
2019/06/04 03:01,66.9,52,48.7,66.9
2019/06/04 03:06,66.9,52,48.7,66.9
2019/06/04 03:11,66.7,52,48.6,66.7
2019/06/04 03:16,66.7,52,48.6,66.7
2019/06/04 03:22,66.6,52,48.4,66.6
2019/06/04 03:27,66.6,53,48.9,66.6
2019/06/04 03:32,66.4,53,48.7,66.4
2019/06/04 03:37,66.4,53,48.7,66.4
2019/06/04 03:42,66.2,53,48.6,66.2
2019/06/04 03:47,66.2,53,48.6,66.2
2019/06/04 03:52,66.0,54,48.9,66.0
2019/06/04 03:57,66.0,53,48.4,66.0
2019/06/04 04:02,65.8,54,48.7,65.8
2019/06/04 04:07,65.8,54,48.7,65.8
2019/06/04 04:12,65.7,54,48.6,65.7
2019/06/04 04:17,65.7,55,49.1,65.7
2019/06/04 04:23,65.5,55,48.9,65.5
2019/06/04 04:28,65.5,55,48.9,65.5
2019/06/04 04:33,65.3,55,48.7,65.3
2019/06/04 04:38,65.1,55,48.6,65.1
2019/06/04 04:43,64.9,56,48.9,64.9
2019/06/04 04:48,64.9,57,49.5,64.9
2019/06/04 04:53,64.8,56,48.7,64.8
2019/06/04 04:58,64.8,56,48.7,64.8
2019/06/04 05:03,64.6,57,49.1,64.6
2019/06/04 05:08,64.4,58,49.3,64.4
2019/06/04 05:13,64.4,57,48.9,64.4
2019/06/04 05:18,64.2,58,49.1,64.2
2019/06/04 05:24,64.0,59,49.5,64.0
2019/06/04 05:29,63.9,59,49.3,63.9
2019/06/04 05:34,63.9,58,48.9,63.9
2019/06/04 05:39,63.7,59,49.1,63.7
2019/06/04 05:44,63.7,59,49.1,63.7
2019/06/04 05:49,63.5,58,48.6,63.5
2019/06/04 05:54,63.5,59,48.9,63.5
2019/06/04 05:59,63.3,59,48.7,63.3
2019/06/04 06:04,63.3,59,48.7,63.3
2019/06/04 06:09,63.3,59,48.7,63.3
2019/06/04 06:14,63.3,59,48.7,63.3
2019/06/04 06:19,63.3,59,48.7,63.3
2019/06/04 06:25,63.3,59,48.7,63.3
2019/06/04 06:30,63.3,59,48.7,63.3
2019/06/04 06:35,63.3,59,48.7,63.3
2019/06/04 06:40,63.3,59,48.7,63.3
2019/06/04 06:45,63.3,59,48.7,63.3
2019/06/04 06:50,63.3,60,49.3,63.3
2019/06/04 06:55,63.1,60,49.1,63.1
2019/06/04 07:00,63.1,59,48.6,63.1
2019/06/04 07:05,63.3,59,48.7,63.3
2019/06/04 07:10,63.3,60,49.3,63.3
2019/06/04 07:15,63.3,60,49.3,63.3
2019/06/04 07:20,63.3,60,49.3,63.3
2019/06/04 07:26,63.3,61,49.6,63.3
2019/06/04 07:31,63.5,61,49.8,63.5
2019/06/04 07:36,63.5,60,49.5,63.5
